symbol,strategy,probability,risk,avg_return,max_loss,samples,current_price,rsi
GOOGL,Rebote Bollinger,75.43859649122807,5.121190378456992,3.866997918759648,-19.35051742464863,57,307.3800048828125,24.202564545607203
